genome_id,NCBI_genus,NCBI_species,accession_numbers_all,BioSample,completeness,topology_longest_contig,contigger_used,number_of_replicons_contigs,number_of_plasmids,number_of_extrachromosomal,longest_contig_length (bp),total_assembly_length (bp),nanopore_coverage,1034_N50 (bp),1034_total_read_length (bp,illumina_read_pairs,polypolish_depth_of_zero (bp),longest_contig_total_genes,longest_contig_CDS_w_protein,rRNAs_longest_contig,tRNAs_longest_contig,GC_percent_genome (%),complete_BUSCOs_act_class,complete_single_copy_BUSCOs_act_class,complete_duplicated_BUSCOs_act_class,fragmented_BUSCOs_act_class,missing_BUSCOs_act_class,total_BUSCOs_searched_act_class,TIR_length_complete_Streptomyces (bp),filtlong keep-percent,genus_gtdb,species_gtdb,MASH_species,assigned_species,Assembly,Level,WGS,Chrs,Strain,Taxonomy,source
NBC_00163,Nocardioides,sp.,CP108155,SAMN30552939,chromosome,circular,flye-contigger NBC_00163,1,0,0,6082712,6082712,292x,28596,1808750804,7890149,4,5808,5713,"2, 2, 2 (5S, 16S, 23S)",49,69.17,355,353,2,1,0,356,,,Nocardioides,Nocardioides sp.,sp_mash_058,Nocardioides sp. (sp_mash_058),,,,,,,custom
NBC_00171,Streptomyces,anulatus,CP108146,SAMN30552940,chromosome,linear,flye-contigger NBC_00171,1,0,0,8526269,8526269,59x,19027,572124845,6849181,10563,7587,7264,"6, 6, 6 (5S, 16S, 23S)",69,71.46,355,354,1,1,0,356,,50.0,Streptomyces,Streptomyces anulatus,,Streptomyces anulatus,GCA_036206925.1,Complete genome,undefined,1,NBC_00171,Streptomyces anulatus,custom
NBC_00174,Streptomyces,mirabilis,"JAPEMK010000001,JAPEMK010000002,JAPEMK010000003,JAPEMK010000004,JAPEMK010000005,JAPEMK010000006,JAPEMK010000007",SAMN30552941,near-complete,linear,flye-contigger NBC_00174,7,0,0,10811561,12794466,51x,18418,661094285,9120551,72,11712,10971,"6, 6, 6 (5S, 16S, 23S)",76,70.1,354,348,6,2,0,356,,,Streptomyces,Streptomyces mirabilis,,Streptomyces mirabilis,GCA_026342745.1,Contig,JAPEMK000000000,undefined,NBC_00174,Streptomyces mirabilis,custom
NBC_00178,Streptomyces,sp.,"CP108143,CP108144",SAMN30552942,chromosome,linear,npgm-contigger NBC_00178,2,1,0,7317043,7379407,100x,16320,764883101,7009678,23,6491,6275,"6, 6, 6 (5S, 16S, 23S)",70,71.41,355,353,2,1,0,356,302.0,,Streptomyces,Streptomyces sp.,sp_mash_221,Streptomyces sp. (sp_mash_221),GCA_036206005.1,Complete genome,undefined,2,NBC_00178,Streptomyces sp. NBC_00178,custom
NBC_00184,Streptomyces,sp.,"CP108137,CP108138,CP108139",SAMN30552943,chromosome,linear,flye-contigger NBC_00184,3,2,0,7406041,8400290,28x,4184,245047322,5817059,1578,7304,7061,"7, 7, 7 (5S, 16S, 23S)",70,70.75,355,354,1,1,0,356,,70.0,Streptomyces,Streptomyces sp.,sp_mash_017,Streptomyces sp. (sp_mash_017),GCA_036205185.1,Complete genome,undefined,3,NBC_00184,Streptomyces sp. NBC_00184,custom
NBC_00186,Streptomyces,phaeochromogenes,CP108134,SAMN30552944,near-complete,linear,flye-contigger NBC_00186,1,0,0,12185415,12185415,65x,8782,817931349,5399666,656,10693,10386,"6, 6, 6 (5S, 16S, 23S)",71,70.04,355,351,4,1,0,356,,,Streptomyces,Streptomyces phaeochromogenes,,Streptomyces phaeochromogenes,GCA_035917195.1,Complete genome,undefined,1,NBC_00186,Streptomyces phaeochromogenes,custom
NBC_00187,Streptomyces,phaeochromogenes,CP108333,SAMN30552945,chromosome,linear,flye-contigger NBC_00187,1,0,0,10187121,10187121,37x,15801,389861537,3841069,986,8829,8557,"6, 6, 6 (5S, 16S, 23S)",71,70.24,355,352,3,1,0,356,,50.0,Streptomyces,Streptomyces phaeochromogenes,,Streptomyces phaeochromogenes,GCA_036204825.1,Complete genome,undefined,1,NBC_00187,Streptomyces phaeochromogenes,custom
NBC_00191,Streptomyces,sp.,CP108130,SAMN30552946,chromosome,linear,flye-contigger NBC_00191,1,0,0,8493622,8493622,106x,8756,918430833,4884326,91,7774,7401,"6, 6, 6 (5S, 16S, 23S)",66,69.65,355,354,1,1,0,356,,,Streptomyces,Streptomyces sp.,sp_mash_011,Streptomyces sp. (sp_mash_011),,,,,,,custom
NBC_00193,Streptomyces,sp.,"JAPEMM010000001,JAPEMM010000002,JAPEMM010000003,JAPEMM010000004",SAMN30552947,near-complete,linear,flye-contigger NBC_00193,4,0,0,6245877,7998463,76x,14812,697639822,6498959,166,7239,6975,"7, 7, 7 (5S, 16S, 23S)",73,71.9,355,351,4,1,0,356,,50.0,Streptomyces,Streptomyces sp.,sp_mash_035,Streptomyces sp. (sp_mash_035),GCA_026342735.1,Contig,JAPEMM000000000,undefined,NBC_00193,Streptomyces sp. NBC_00193,custom
NBC_00197,Streptomyces,sp.,CP108128,SAMN30552948,chromosome,linear,npgm-contigger NBC_00197,1,0,0,9282310,9282310,58x,11494,557236927,4659744,9359,8112,7885,"6, 6, 6 (5S, 16S, 23S)",81,71.33,355,351,4,1,0,356,159814.0,,Streptomyces,Streptomyces sp002078175,,Streptomyces sp002078175,,,,,,,custom
NBC_00198,Streptomyces,sp.,"JAPEMN010000001,JAPEMN010000002,JAPEMN010000003,JAPEMN010000004,JAPEMN010000005,JAPEMN010000006",SAMN30552949,near-complete,linear,flye-contigger NBC_00198,6,0,0,3826779,9114783,99x,16771,945582300,8648286,75,8040,7842,"6, 6, 6 (5S, 16S, 23S)",72,71.46,355,351,4,1,0,356,,,Streptomyces,Streptomyces sp002078175,,Streptomyces sp002078175,GCA_026342575.1,Contig,JAPEMN000000000,undefined,NBC_00198,Streptomyces sp. NBC_00198,custom
NBC_00199,Streptomyces,sp.,"JAPEMO010000001,JAPEMO010000002,JAPEMO010000003,JAPEMO010000004,JAPEMO010000005,JAPEMO010000006,JAPEMO010000007,JAPEMO010000008,JAPEMO010000009,JAPEMO010000010,JAPEMO010000011,JAPEMO010000012,JAPEMO010000013,JAPEMO010000014,JAPEMO010000015,JAPEMO010000016,JAPEMO010000017,JAPEMO010000018,JAPEMO010000019,JAPEMO010000020,JAPEMO010000021,JAPEMO010000022,JAPEMO010000023,JAPEMO010000024,JAPEMO010000025,JAPEMO010000026,JAPEMO010000027,JAPEMO010000028,JAPEMO010000029,JAPEMO010000030,JAPEMO010000031,JAPEMO010000032",SAMN30552950,near-complete,linear,flye-contigger NBC_00199,32,0,0,1039059,9104293,15x,6343,160553162,7147655,73,8043,7619,"6, 6, 6 (5S, 16S, 23S)",72,71.6,354,353,1,2,0,356,,,Streptomyces,Streptomyces sp001428885,,Streptomyces sp001428885,GCA_026342605.1,Contig,JAPEMO000000000,undefined,NBC_00199,Streptomyces sp. NBC_00199,custom
NBC_00201,Streptomyces,sp.,"JAPEMP010000001,JAPEMP010000002,JAPEMP010000003",SAMN30552951,near-complete,linear,flye-contigger NBC_00201,3,0,0,9422302,10177092,33x,15042,358649014,7366787,159,9379,8912,"6, 6, 6 (5S, 16S, 23S)",71,70.26,354,352,2,1,1,356,,50.0,Streptomyces,Streptomyces sp.,sp_mash_002,Streptomyces sp. (sp_mash_002),GCA_026342595.1,Contig,JAPEMP000000000,undefined,NBC_00201,Streptomyces sp. NBC_00201,custom
NBC_00203,Streptomyces,sp.,CP108126,SAMN30552952,chromosome,linear,npgm-contigger NBC_00203,1,0,0,10799792,10799792,22x,9000,245793319,8027337,258,9563,9159,"6, 6, 6 (5S, 16S, 23S)",74,70.08,355,345,10,1,0,356,13961.0,,Streptomyces,Streptomyces sp.,sp_mash_013,Streptomyces sp. (sp_mash_013),,,,,,,custom
NBC_00206,Streptomyces,nigra,CP108125,SAMN30552953,chromosome,linear,flye-contigger NBC_00206,1,0,0,7750322,7750322,140x,12863,1107005869,5834702,9,7074,6888,"6, 6, 6 (5S, 16S, 23S)",70,71.91,355,354,1,1,0,356,19839.0,,Streptomyces,Streptomyces nigra,,Streptomyces nigra,,,,,,,custom
NBC_00208,Streptomyces,sp.,CP108123,SAMN30552954,chromosome,linear,npgm-contigger NBC_00208,1,0,0,9856051,9856051,71x,20644,704258789,6892394,146,9056,8481,"6, 6, 6 (5S, 16S, 23S)",73,69.48,355,348,7,1,0,356,283201.0,,Streptomyces,Streptomyces sp.,sp_mash_001,Streptomyces sp. (sp_mash_001),GCA_036201705.1,Complete genome,undefined,1,NBC_00208,Streptomyces sp. NBC_00208,custom
NBC_00209,Streptomyces,sp.,"CP108121,CP108122",SAMN30552955,chromosome,linear,npgm-contigger NBC_00209,2,1,0,6999100,7224412,43x,13156,338509383,3989613,283,6571,6309,"6, 6, 6 (5S, 16S, 23S)",65,71.65,354,353,1,1,1,356,,50.0,Streptomyces,Streptomyces sp001905735,,Streptomyces sp001905735,,,,,,,custom
NBC_00211,Streptomyces,sp.,"CP108118,CP108119",SAMN30552956,chromosome,linear,flye-contigger NBC_00211,2,1,0,8566898,9172325,15x,12598,150652794,8462004,161,8437,7982,"7, 7, 7 (5S, 16S, 23S)",77,71.62,355,352,3,1,0,356,4528.0,,Streptomyces,Streptomyces sp.,sp_mash_010,Streptomyces sp. (sp_mash_010),,,,,,,custom
NBC_00212,Streptomyces,sp.,"CP108115,CP108116,CP108117",SAMN30552957,chromosome,linear,flye-contigger NBC_00212,3,2,0,8657633,9180837,48x,8200,452821180,6035487,77,8428,8062,"8, 8, 8 (5S, 16S, 23S)",76,70.61,354,345,9,2,0,356,,,Streptomyces,Streptomyces sp001279695,,Streptomyces sp001279695,,,,,,,custom
NBC_00221,Streptomyces,phaeochromogenes,CP108345,SAMN30552958,chromosome,linear,flye-contigger NBC_00221,1,0,0,11224598,11224598,74x,7330,858771109,7179501,493,9760,9437,"6, 6, 6 (5S, 16S, 23S)",70,70.25,355,351,4,1,0,356,12487.0,,Streptomyces,Streptomyces phaeochromogenes,,Streptomyces phaeochromogenes,GCA_036226345.1,Complete genome,undefined,1,NBC_00221,Streptomyces phaeochromogenes,custom
NBC_00222,Kitasatospora,purpeofusca,CP108110,SAMN30552959,chromosome,linear,flye-contigger NBC_00222,1,0,0,9296031,9296031,57x,18258,548500705,6658967,423,7956,7651,"11, 11, 11 (5S, 16S, 23S)",73,73.24,354,351,3,1,1,356,,,Kitasatospora,Kitasatospora purpeofusca,,Kitasatospora purpeofusca,GCA_036200865.1,Complete genome,undefined,1,NBC_00222,Kitasatospora purpeofusca,custom
NBC_00223,Streptomyces,sp.,CP108109,SAMN30552960,chromosome,linear,flye-contigger NBC_00223,1,0,0,7961474,7961474,56x,11490,473930194,6145817,269,6785,6543,"6, 6, 6 (5S, 16S, 23S)",62,71.75,355,349,6,1,0,356,17652.0,,Streptomyces,Streptomyces sp.,sp_mash_060,Streptomyces sp. (sp_mash_060),GCA_036199905.1,Complete genome,undefined,1,NBC_00223,Streptomyces sp. NBC_00223,custom
NBC_00224,Streptomyces,sp.,"CP108106,CP108107,CP108108",SAMN30552961,chromosome,linear,npgm-contigger NBC_00224,3,1,1,8912376,9182200,14x,12415,139680955,5350629,49,8223,7924,"7, 7, 7 (5S, 16S, 23S)",71,71.03,355,355,0,1,0,356,190472.0,,Streptomyces,Streptomyces sp.,sp_mash_020,Streptomyces sp. (sp_mash_020),GCA_041435195.1,Complete genome,undefined,3,NBC_00224,Streptomyces sp. NBC_00224,custom
NBC_00225,Streptomyces,canus,CP108105,SAMN30552962,chromosome,linear,npgm-contigger NBC_00225,1,0,0,11003475,11003475,20x,16226,227341183,7136192,528,10056,9644,"6, 6, 6 (5S, 16S, 23S)",76,70.23,354,353,1,2,0,356,117019.0,,Streptomyces,Streptomyces canus,,Streptomyces canus,GCA_036197725.1,Complete genome,undefined,1,NBC_00225,Streptomyces canus,custom
NBC_00227,Streptomyces,virginiae,"JAPEMQ010000001,JAPEMQ010000002,JAPEMQ010000003,JAPEMQ010000004,JAPEMQ010000005,JAPEMQ010000006,JAPEMQ010000007,JAPEMQ010000008,JAPEMQ010000009,JAPEMQ010000010,JAPEMQ010000011,JAPEMQ010000012,JAPEMQ010000013,JAPEMQ010000014,JAPEMQ010000015,JAPEMQ010000016,JAPEMQ010000017",SAMN30552963,near-complete,linear,flye-contigger NBC_00227,17,0,0,5953596,9336869,64x,5361,622356838,5687394,393,8752,8420,"7, 7, 7 (5S, 16S, 23S)",71,71.53,355,352,3,1,0,356,,,Streptomyces,Streptomyces virginiae_A,,Streptomyces virginiae_A,GCA_026342475.1,Contig,JAPEMQ000000000,undefined,NBC_00227,Streptomyces virginiae,custom
NBC_00231,Streptomyces,canus,"JAPEMR010000001,JAPEMR010000002,JAPEMR010000003,JAPEMR010000004,JAPEMR010000005,JAPEMR010000006,JAPEMR010000007,JAPEMR010000008,JAPEMR010000009,JAPEMR010000010,JAPEMR010000011,JAPEMR010000012,JAPEMR010000013,JAPEMR010000014,JAPEMR010000015,JAPEMR010000016,JAPEMR010000017,JAPEMR010000018,JAPEMR010000019,JAPEMR010000020,JAPEMR010000021",SAMN30552964,near-complete,linear,flye-contigger NBC_00231,21,0,0,2894018,11169549,11x,10468,142835191,6391404,880,10274,9857,"5, 4, 5 (5S, 16S, 23S)",73,70.29,351,347,4,1,4,356,,,Streptomyces,Streptomyces canus,,Streptomyces canus,GCA_026342455.1,Contig,JAPEMR000000000,undefined,NBC_00231,Streptomyces canus,custom
NBC_00233,Streptomyces,sp.,"JAPEMS010000001,JAPEMS010000002,JAPEMS010000003,JAPEMS010000004,JAPEMS010000005",SAMN30552965,near-complete,linear,flye-contigger NBC_00233,5,0,0,7636548,10314919,84x,19930,906267967,6479113,74,9270,8712,"7, 7, 7 (5S, 16S, 23S)",82,71.31,355,352,3,1,0,356,,,Streptomyces,Streptomyces sp014451325,,Streptomyces sp014451325,GCA_026342495.1,Contig,JAPEMS000000000,undefined,NBC_00233,Streptomyces sp. NBC_00233,custom
NBC_00237,Streptomyces,sp.,"JAPEMT010000001,JAPEMT010000002,JAPEMT010000003,JAPEMT010000004,JAPEMT010000005,JAPEMT010000006,JAPEMT010000007,JAPEMT010000008,JAPEMT010000009,JAPEMT010000010",SAMN30552966,near-complete,linear,flye-contigger NBC_00237,10,0,0,3215132,9205340,35x,4499,331901003,6881287,34,8150,7856,"7, 7, 7 (5S, 16S, 23S)",72,70.73,355,354,1,1,0,356,,70.0,Streptomyces,Streptomyces sp.,sp_mash_090,Streptomyces sp. (sp_mash_090),GCA_026342435.1,Contig,JAPEMT000000000,undefined,NBC_00237,Streptomyces sp. NBC_00237,custom
NBC_00243,Streptomyces,sp.,CP108094,SAMN30552967,near-complete,linear,npgm-contigger NBC_00243,1,0,0,10658643,10658643,117x,16840,1249849779,7651894,2590,9546,9247,"6, 6, 6 (5S, 16S, 23S)",70,69.77,355,351,4,1,0,356,,,Streptomyces,Streptomyces sp.,sp_mash_005,Streptomyces sp. (sp_mash_005),GCA_035917175.1,Complete genome,undefined,1,NBC_00243,Streptomyces sp. NBC_00243,custom
NBC_00247,Streptomyces,sp.,CP108093,SAMN30552968,chromosome,linear,flye-contigger NBC_00247,1,0,0,7336920,7336920,28x,11296,211380396,3576042,298,6275,6040,"7, 7, 7 (5S, 16S, 23S)",67,71.6,355,354,1,1,0,356,,,Streptomyces,Streptomyces sp.,sp_mash_237,Streptomyces sp. (sp_mash_237),GCA_036188265.1,Complete genome,undefined,1,NBC_00247,Streptomyces sp. NBC_00247,custom
NBC_00249,Streptomyces,sp.,"JAPEMV010000001,JAPEMV010000002,JAPEMV010000003,JAPEMV010000004,JAPEMV010000005,JAPEMV010000006,JAPEMV010000007,JAPEMV010000008,JAPEMV010000009,JAPEMV010000010,JAPEMV010000011,JAPEMV010000012,JAPEMV010000013,JAPEMV010000014,JAPEMV010000015,JAPEMV010000016,JAPEMV010000017,JAPEMV010000018,JAPEMV010000019",SAMN30552969,near-complete,linear,flye-contigger NBC_00249,19,0,0,2012440,8610968,18x,9433,167338350,5265899,206,7868,7568,"6, 4, 8 (5S, 16S, 23S)",74,72.43,355,355,0,1,0,356,,,Streptomyces,Streptomyces sp.,sp_mash_087,Streptomyces sp. (sp_mash_087),GCA_026342355.1,Contig,JAPEMV000000000,undefined,NBC_00249,Streptomyces sp. NBC_00249,custom
NBC_00252,Streptomyces,sp.,CP108087,SAMN30552970,chromosome,linear,npgm-contigger NBC_00252,1,0,0,10137727,10137727,31x,19741,330055704,7615484,244,8986,8732,"6, 6, 6 (5S, 16S, 23S)",72,70.6,355,351,4,1,0,356,84161.0,,Streptomyces,Streptomyces sp016893485,,Streptomyces sp016893485,GCA_036187565.1,Complete genome,undefined,1,NBC_00252,Streptomyces sp. NBC_00252,custom
NBC_00253,Microbispora,hainanensis,CP108086,SAMN30552971,chromosome,circular,flye-contigger NBC_00253,1,0,0,8801664,8801664,51x,8126,454804059,4173212,94,7976,7771,"5, 5, 5 (5S, 16S, 23S)",57,71.26,354,344,10,2,0,356,,,Microbispora,Microbispora hainanensis,,Microbispora hainanensis,GCA_036186745.1,Complete genome,undefined,1,NBC_00253,Microbispora hainanensis,custom
NBC_00254,Microbispora,hainanensis,CP108085,SAMN30552972,chromosome,circular,flye-contigger NBC_00254,1,0,0,8796808,8796808,41x,17379,369434025,5418966,57,7995,7791,"5, 5, 5 (5S, 16S, 23S)",57,71.2,354,345,9,2,0,356,,,Microbispora,Microbispora hainanensis,,Microbispora hainanensis,GCA_036185645.1,Complete genome,undefined,1,NBC_00254,Microbispora hainanensis,custom
NBC_00256,Micromonospora,globbae,CP108084,SAMN30552973,chromosome,circular,flye-contigger NBC_00256,1,0,0,6864289,6864289,40x,12003,290003079,6661059,3,6295,6134,"3, 3, 3 (5S, 16S, 23S)",53,73.4,353,348,5,1,2,356,,,Micromonospora,Micromonospora globbae,,Micromonospora globbae,GCA_036184225.1,Complete genome,undefined,1,NBC_00256,Micromonospora globbae,custom
NBC_00257,Streptomyces,sp.,"CP108082,CP108083",SAMN30552974,chromosome,linear,flye-contigger NBC_00257,2,1,0,9024940,9470289,121x,15371,1176628773,5754242,356,8483,8064,"6, 6, 6 (5S, 16S, 23S)",67,70.55,355,352,3,1,0,356,9090.0,,Streptomyces,Streptomyces sp003846175,,Streptomyces sp003846175,GCA_036183285.1,Complete genome,undefined,2,NBC_00257,Streptomyces sp. NBC_00257,custom
NBC_00261,Streptomyces,europaeiscabiei,CP108079,SAMN30552975,chromosome,linear,npgm-contigger NBC_00261,1,0,0,11766587,11766587,74x,19732,872097178,7021872,1716,10288,9704,"6, 6, 6 (5S, 16S, 23S)",76,70.52,355,349,6,1,0,356,288146.0,,Streptomyces,Streptomyces europaeiscabiei,,Streptomyces europaeiscabiei,GCA_036181125.1,Complete genome,undefined,1,NBC_00261,Streptomyces europaeiscabiei,custom
NBC_00263,Streptomyces,prunicolor,"JAPEMW010000001,JAPEMW010000002,JAPEMW010000003",SAMN30552976,near-complete,linear,flye-contigger NBC_00263,3,0,0,8246417,11335636,90x,18331,1045969383,5103811,1732,10305,10027,"6, 6, 6 (5S, 16S, 23S)",70,69.75,355,349,6,1,0,356,,,Streptomyces,Streptomyces prunicolor,,Streptomyces prunicolor,GCA_026342395.1,Contig,JAPEMW000000000,undefined,NBC_00263,Streptomyces prunicolor,custom
NBC_00264,Streptomyces,sp.,"JAPEMX010000001,JAPEMX010000002,JAPEMX010000003,JAPEMX010000004,JAPEMX010000005,JAPEMX010000006,JAPEMX010000007",SAMN30552977,near-complete,linear,flye-contigger NBC_00264,7,0,0,9061851,10241172,71x,11745,757252002,4582980,131,9220,8670,"6, 6, 6 (5S, 16S, 23S)",69,70.53,355,351,4,1,0,356,,,Streptomyces,Streptomyces sp003846175,,Streptomyces sp003846175,GCA_026342365.1,Contig,JAPEMX000000000,undefined,NBC_00264,Streptomyces sp. NBC_00264,custom
NBC_00267,Streptomyces,sp.,"CP108076,CP108077,CP108078",SAMN30552978,chromosome,linear,flye-contigger NBC_00267,3,2,0,9196834,9241071,22x,22240,213249506,6528204,710,8251,7841,"6, 6, 6 (5S, 16S, 23S)",74,71.28,354,354,0,2,0,356,12661.0,,Streptomyces,Streptomyces sp.,sp_mash_103,Streptomyces sp. (sp_mash_103),GCA_036180305.1,Complete genome,undefined,3,NBC_00267,Streptomyces sp. NBC_00267,custom
NBC_00268,Streptomyces,sp.,"JAPEMY010000001,JAPEMY010000002,JAPEMY010000003,JAPEMY010000004,JAPEMY010000005",SAMN30552979,near-complete,linear,flye-contigger NBC_00268,5,0,0,11684238,13155526,66x,14485,897167195,4050937,717,12054,11165,"7, 7, 7 (5S, 16S, 23S)",77,69.76,354,348,6,2,0,356,,,Streptomyces,Streptomyces sp.,sp_mash_004,Streptomyces sp. (sp_mash_004),GCA_026342335.1,Contig,JAPEMY000000000,undefined,NBC_00268,Streptomyces sp. NBC_00268,custom
NBC_00269,Streptomyces,sp.,CP108075,SAMN30552980,chromosome,linear,npgm-contigger NBC_00269,1,0,0,10967080,10967080,16x,22399,178325202,5585931,325,10087,9465,"7, 7, 7 (5S, 16S, 23S)",70,70.0,355,351,4,1,0,356,108585.0,50.0,Streptomyces,Streptomyces sp003403055,,Streptomyces sp003403055,GCA_036178905.1,Complete genome,undefined,1,NBC_00269,Streptomyces sp. NBC_00269,custom
NBC_00271,Streptomyces,sp.,"CP108070,CP108071,CP108072",SAMN30552981,chromosome,linear,npgm-contigger NBC_00271,3,2,0,11932113,12278258,42x,15954,532692103,4139156,1618,11271,10478,"6, 6, 6 (5S, 16S, 23S)",78,70.06,354,350,4,2,0,356,329460.0,,Streptomyces,Streptomyces sp.,sp_mash_187,Streptomyces sp. (sp_mash_187),GCA_036178845.1,Complete genome,undefined,3,NBC_00271,Streptomyces sp. NBC_00271,custom
NBC_00272,Streptomyces,sp.,"CP108068,CP108069",SAMN30552982,chromosome,linear,flye-contigger NBC_00272,2,1,0,8667553,9157283,71x,13233,670056659,7142421,7,8493,8034,"7, 7, 7 (5S, 16S, 23S)",77,71.62,355,352,3,1,0,356,16916.0,,Streptomyces,Streptomyces sp.,sp_mash_010,Streptomyces sp. (sp_mash_010),GCA_036178565.1,Complete genome,undefined,2,NBC_00272,Streptomyces sp. NBC_00272,custom
NBC_00276,Streptomyces,virginiae,"JAPEMZ010000001,JAPEMZ010000002",SAMN30552983,near-complete,linear,flye-contigger NBC_00276,2,0,0,8024899,8057406,60x,17109,502904748,5392601,1166,7453,7137,"7, 7, 7 (5S, 16S, 23S)",73,71.56,355,352,3,1,0,356,,,Streptomyces,Streptomyces virginiae_A,,Streptomyces virginiae_A,GCA_026342285.1,Contig,JAPEMZ000000000,undefined,NBC_00276,Streptomyces virginiae,custom
NBC_00277,Streptomyces,canus,"CP108065,CP108066",SAMN30552984,chromosome,linear,flye-contigger NBC_00277,2,1,0,10691412,10825738,172x,12531,1911697329,3478727,485,9833,9310,"6, 6, 6 (5S, 16S, 23S)",68,70.19,355,352,3,1,0,356,15164.0,,Streptomyces,Streptomyces canus,,Streptomyces canus,GCA_036177905.1,Complete genome,undefined,2,NBC_00277,Streptomyces canus,custom
NBC_00278,Streptomyces,zaomyceticus,"CP108062,CP108063,CP108064",SAMN30552985,chromosome,linear,npgm-contigger NBC_00278,3,1,1,9105393,9248260,70x,18750,659198231,4653965,273,8141,7837,"7, 7, 7 (5S, 16S, 23S)",74,71.78,354,349,5,2,0,356,176036.0,,Streptomyces,Streptomyces zaomyceticus,,Streptomyces zaomyceticus,GCA_041435155.1,Complete genome,undefined,3,NBC 00278,Streptomyces zaomyceticus,custom
NBC_00280,Streptomyces,sp.,"CP108059,CP108060,CP108061",SAMN30552986,chromosome,linear,flye-contigger NBC_00280,3,1,1,10398828,10711384,39x,19450,437827436,6194983,283,9487,9125,"6, 6, 6 (5S, 16S, 23S)",71,69.83,354,352,2,2,0,356,,50.0,Streptomyces,Streptomyces sp.,sp_mash_070,Streptomyces sp. (sp_mash_070),GCA_041435135.1,Complete genome,undefined,3,NBC_00280,Streptomyces sp. NBC_00280,custom
NBC_00283,Streptomyces,goshikiensis,"CP108057,CP108058",SAMN30552987,chromosome,linear,flye-contigger NBC_00283,2,1,0,7917856,8521284,67x,9552,579379448,4370548,635,7610,7342,"7, 7, 7 (5S, 16S, 23S)",74,72.24,354,348,6,2,0,356,,50.0,Streptomyces,Streptomyces goshikiensis,,Streptomyces goshikiensis,GCA_036175285.1,Complete genome,undefined,2,NBC_00283,Streptomyces goshikiensis,custom
NBC_00285,Streptomyces,sp.,"CP108055,CP108056",SAMN30552988,chromosome,linear,flye-contigger NBC_00285,2,1,0,10263655,10309750,72x,17714,782524850,5109939,46,9465,9059,"6, 6, 6 (5S, 16S, 23S)",74,70.13,355,350,5,1,0,356,37031.0,,Streptomyces,Streptomyces sp.,sp_mash_100,Streptomyces sp. (sp_mash_100),GCA_036174265.1,Complete genome,undefined,2,NBC_00285,Streptomyces sp. NBC_00285,custom
NBC_00286,Streptomyces,sp.,CP108054,SAMN30552989,chromosome,linear,flye-contigger NBC_00286,1,0,0,9853519,9853519,57x,10564,579541276,6323833,42,8920,8482,"6, 6, 6 (5S, 16S, 23S)",66,69.51,355,353,2,1,0,356,20749.0,,Streptomyces,Streptomyces sp.,sp_mash_114,Streptomyces sp. (sp_mash_114),GCA_036173125.1,Complete genome,undefined,1,NBC_00286,Streptomyces sp. NBC_00286,custom
NBC_00287,Streptomyces,sp.,CP108053,SAMN30552990,chromosome,linear,flye-contigger NBC_00287,1,0,0,9642853,9642853,209x,13248,2076549864,6500026,78,8822,8457,"6, 6, 6 (5S, 16S, 23S)",73,70.17,355,350,5,1,0,356,37904.0,,Streptomyces,Streptomyces sp.,sp_mash_156,Streptomyces sp. (sp_mash_156),GCA_036173105.1,Complete genome,undefined,1,NBC_00287,Streptomyces sp. NBC_00287,custom
NBC_00289,Streptomyces,sp.,"CP108046,CP108047,CP108048,CP108049,CP108050,CP108051",SAMN30552991,chromosome,linear,npgm-contigger NBC_00289,6,4,1,10626179,11001603,36x,19821,419465162,3908464,243,10089,9236,"6, 6, 6 (5S, 16S, 23S)",69,70.38,355,352,3,1,0,356,682439.0,70.0,Streptomyces,Streptomyces sp.,sp_mash_203,Streptomyces sp. (sp_mash_203),GCA_041435115.1,Complete genome,undefined,6,NBC_00289,Streptomyces sp. NBC_00289,custom
NBC_00291,Streptomyces,sp.,"JAPENB010000001,JAPENB010000002,JAPENB010000003,JAPENB010000004,JAPENB010000005,JAPENB010000006,JAPENB010000007,JAPENB010000008,JAPENB010000009,JAPENB010000010,JAPENB010000011,JAPENB010000012,JAPENB010000013,JAPENB010000014,JAPENB010000015",SAMN30552992,near-complete,linear,flye-contigger NBC_00291,15,0,0,4208397,6200006,17x,7470,121722494,4988306,539,5509,5342,"7, 7, 7 (5S, 16S, 23S)",72,71.77,354,353,1,2,0,356,,,Streptomyces,Streptomyces sp001279725,,Streptomyces sp001279725,GCA_026342255.1,Contig,JAPENB000000000,undefined,NBC_00291,Streptomyces sp. NBC_00291,custom
NBC_00293,Streptomyces,violaceus,CP108342,SAMN30552993,chromosome,linear,npgm-contigger NBC_00293,1,0,0,8816646,8816646,73x,10537,658758592,4246694,308,7994,7486,"6, 6, 6 (5S, 16S, 23S)",68,70.8,355,354,1,1,0,356,89606.0,,Streptomyces,Streptomyces violaceus,,Streptomyces violaceus,GCA_036226305.1,Complete genome,undefined,1,NBC_00293,Streptomyces violaceus,custom
